! ------------ AirfoilInfo Input File ----------------------------------
! Generated with OpenFAST_IO
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0                            NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF10_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
8                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and UserProp.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        UserProp    ! User property (control) setting
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.219023                alpha0      ! 0-lift angle of attack, depends on airfoil.
12.928084                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-9.690846                alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UA_Mod=1, it is set to 1 in the code when flookup=True. (-)
8.386318                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UA_Mod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UA_Mod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UA_Mod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UA_Mod<>1]
2.023834                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.269597                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.014976                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.089228                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UA_Mod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UA_Mod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UA_Mod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UA_Mod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UA_Mod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UA_Mod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  1.00129091640416e-01  0.00000000000000e+00
-1.77000000000000e+02  1.06626947219641e-01  1.00243172662236e-01  1.20000000000000e-01
-1.74000000000000e+02  2.13253894439283e-01  1.00581243248109e-01  2.40000000000001e-01
-1.71000000000000e+02  3.19880841658924e-01  1.01138543665420e-01  3.62243371059050e-01
-1.68000000000000e+02  4.26507788878564e-01  1.02056559201507e-01  4.11196180797483e-01
-1.65000000000000e+02  5.33134736098206e-01  1.07323424471938e-01  4.27721174910732e-01
-1.62000000000000e+02  6.39761683317847e-01  1.15431451109989e-01  4.44035548606815e-01
-1.59000000000000e+02  7.46388630537488e-01  1.28899721392431e-01  4.53952148268246e-01
-1.56000000000000e+02  8.39441555085360e-01  1.65152381626247e-01  4.48724831534473e-01
-1.53000000000000e+02  8.12432620353421e-01  1.93871902769566e-01  4.45665116225166e-01
-1.50000000000000e+02  8.09913993924742e-01  2.30629609181195e-01  4.41391159743188e-01
-1.47000000000000e+02  7.90579770918999e-01  2.69944640767854e-01  4.21936530545347e-01
-1.44000000000000e+02  7.25335527114703e-01  3.11057494061435e-01  3.99568751865482e-01
-1.41000000000000e+02  6.71942913535603e-01  3.53590897999347e-01  3.79413435697450e-01
-1.38000000000000e+02  6.23380171097987e-01  3.97028206590040e-01  3.64403815671748e-01
-1.35000000000000e+02  5.78113942414620e-01  4.40928726061347e-01  3.53344802093231e-01
-1.32000000000000e+02  5.35069806039339e-01  4.84823347094018e-01  3.43357503994148e-01
-1.29000000000000e+02  4.93417641664081e-01  5.28170165494060e-01  3.36219220654684e-01
-1.26000000000000e+02  4.52685693351486e-01  5.70480345683397e-01  3.31381734516583e-01
-1.23000000000000e+02  4.12502876020318e-01  6.11327315314618e-01  3.28313390968050e-01
-1.20000000000000e+02  3.72609754608477e-01  6.50323867476708e-01  3.25278490567964e-01
-1.17000000000000e+02  3.32947393710996e-01  6.86777167981433e-01  3.23336709751212e-01
-1.14000000000000e+02  2.93444048378840e-01  7.20586631330829e-01  3.22232053994125e-01
-1.11000000000000e+02  2.54139941365602e-01  7.51281811177702e-01  3.21044988544795e-01
-1.08000000000000e+02  2.15190209972743e-01  7.78447002378137e-01  3.19046726437933e-01
-1.05000000000000e+02  1.76704512118014e-01  8.01711478547923e-01  3.17370018748258e-01
-1.02000000000000e+02  1.38933135274242e-01  8.20969588737856e-01  3.15379399888495e-01
-9.90000000000000e+01  1.02081106694259e-01  8.36085776580405e-01  3.12597997855479e-01
-9.60000000000000e+01  6.64030053151487e-02  8.46623644697547e-01  3.08982201535899e-01
-9.30000000000000e+01  3.25347960614447e-02  8.51977347739216e-01  3.04777171811860e-01
-9.00000000000000e+01 -1.02431838433003e-16  8.53781079475714e-01  3.00855301260591e-01
-8.70000000000000e+01 -3.25347960614448e-02  8.51977347739216e-01  2.94609192877418e-01
-8.40000000000000e+01 -6.64030053151491e-02  8.46623644697546e-01  2.88115299943215e-01
-8.10000000000000e+01 -1.02081106694259e-01  8.36085776580405e-01  2.81516560144772e-01
-7.80000000000000e+01 -1.38933135274242e-01  8.20969588737856e-01  2.74143807952938e-01
-7.50000000000000e+01 -1.76704512118014e-01  8.01711478547923e-01  2.66268649200109e-01
-7.20000000000000e+01 -2.15190209972743e-01  7.78447002378137e-01  2.58209145059336e-01
-6.90000000000000e+01 -2.54139941365602e-01  7.51281811177702e-01  2.50200303547801e-01
-6.60000000000000e+01 -2.93444048378841e-01  7.20586631330829e-01  2.41853659057712e-01
-6.30000000000000e+01 -3.32947393710996e-01  6.86777167981433e-01  2.33484269120928e-01
-6.00000000000000e+01 -3.72609754608477e-01  6.50323867476707e-01  2.25364006713449e-01
-5.70000000000000e+01 -4.12502876020318e-01  6.11327315314618e-01  2.17578972355393e-01
-5.40000000000000e+01 -4.52685693351486e-01  5.70480345683397e-01  2.09877568478608e-01
-5.10000000000000e+01 -4.93417641664082e-01  5.28170165494060e-01  2.02340868038778e-01
-4.80000000000000e+01 -5.35069806039340e-01  4.84823347094017e-01  1.95021644898171e-01
-4.50000000000000e+01 -5.78113942414620e-01  4.40928726061347e-01  1.87951664052591e-01
-4.20000000000000e+01 -6.60880171097988e-01  3.97028206590040e-01  1.81826195751667e-01
-3.90000000000000e+01 -7.45860033457832e-01  3.54537948777154e-01  1.70321660177368e-01
-3.60000000000000e+01 -8.38647062036831e-01  3.10466349389205e-01  1.37656722140394e-01
-3.30000000000000e+01 -1.01429807533168e+00  2.37696126509750e-01  1.00803138809688e-01
-3.00000000000000e+01 -1.12123887253229e+00  2.02287799800030e-01  8.39920997971267e-02
-2.93939393939394e+01 -1.14059476933216e+00  1.97787100825750e-01  8.17583180328670e-02
-2.87878787878788e+01 -1.16005799222683e+00  1.94859737917829e-01  7.95478631435326e-02
-2.81818181818182e+01 -1.17961402696007e+00  1.91346720327041e-01  7.72552690943852e-02
-2.75757575757576e+01 -1.20129412697790e+00  1.87287646944772e-01  7.45809294031005e-02
